"forma_vendita_edicole","Ubicazione","TipoVia","DescrizioneVia","Civico","CodiceVia","ZD","settore_storico_ed","superficie_occupata","vendita_esclusiva"
"edicola su suolo pubblico","PZA BERNINI GIAN LORENZO num.000 , (z.d. 3)","PZA ","BERNINI GIAN LORENZO","","2201","3","XIV-QUOTIDIANI, PERIODI","4.00 X 2.30","Si"
"edicola su suolo pubblico","PZA BERNINI GIAN LORENZO num.000 ang. via noe', (z.d. 3)","PZA ","BERNINI GIAN LORENZO","","2201","3","XIV-QUOTIDIANI, PERIODI","4.00 X 2.30","Si"
"edicola su suolo pubblico","PZA BERTARELLI LUIGI VITTORIO N. 1 (z.d. 1)","PZA ","BERTARELLI LUIGI VITTORIO","1","584","1","XIV-QUOTIDIANI, PERIODI","4.00 X 2.80","Si"
"edicola su suolo pubblico","PZA BIBBIENA N. 1 (z.d. 5)","PZA ","BIBBIENA","1","5235","5","XIV-QUOTIDIANI, PERIODI","5.70 X 4.50","Si"
"edicola su suolo pubblico","PZA BONOMELLI GEREMIA N. 4 viale brenta, (z.d. 5)","PZA ","BONOMELLI GEREMIA","4","4150","4","XIV-QUOTIDIANI, PERIODI","2.80 X 2.20","Si"
"edicola su suolo pubblico","PZA BOTTINI ENRICO N. 4 (z.d. 3)","PZA ","BOTTINI ENRICO","4","2572","3","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","PZA BUOZZI BRUNO N. 5 (z.d. 4)","PZA ","BUOZZI BRUNO","5","4221","4","XIV-QUOTIDIANI, PERIODI","3.30 X 2.80","Si"
"edicola su suolo pubblico","PZA CAIAZZO N. 3 ang. venini, (z.d. 2)","PZA ","CAIAZZO","3","2259","2","XIV-QUOTIDIANI, PERIODI","2.40 X 2.30","Si"
"edicola su suolo pubblico","PZA CASTELLI POMPEO num.000 ang. via grosseto 1, (z.d. 8)","PZA ","CASTELLI POMPEO","","7277","8","XIV-QUOTIDIANI, PERIODI","3.20 X 2.30","Si"
"edicola su suolo pubblico","PZA CASTELLO N. 3 (z.d. 1)","PZA ","CASTELLO","3","704","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA CINCINNATO num.000 ang. via settembrini, (z.d. 3)","VIA ","SEGNERI PAOLO","","5380","6","XIV-QUOTIDIANI, PERIODI","2.80 X 2.30","Si"
"edicola su suolo pubblico","PZA CINQUE GIORNATE N. 10 lato dx ang. montenero, (z.d. 4)","PZA ","CINQUE GIORNATE","10","3053","4","XIV-QUOTIDIANI, PERIODI","5.00 X 2.30","Si"
"edicola su suolo pubblico","PZA CINQUE GIORNATE N. 3 lato via premuda, (z.d. 1)","PZA ","CINQUE GIORNATE","3","3053","1","XIV-QUOTIDIANI, PERIODI","3.00 X 2.00","Si"
"edicola su suolo pubblico","PZA CORDUSIO num.003 fronte palazzo delle poste, (z.d. 1)","PZA ","CORDUSIO","","626","1","XIV-QUOTIDIANI, PERIODI","3.94 X 2.68","Si"
"edicola su suolo pubblico","PZA DE MEIS CAMILLO N. 2 (z.d. 7)","PZA ","DE MEIS CAMILLO","2","6209","7","XIV-QUOTIDIANI, PERIODI","3.50 X 2.50","Si"
"edicola su suolo pubblico","PZA DEL DUOMO num.000 ang. via s. redegonda, (z.d. 1)","PZA ","DEL DUOMO","","1","1","","3.35 X 2.25","Si"
"edicola su suolo pubblico","PZA DEL DUOMO num.000 fr. civ. 19 ang. via mengoni, (z.d. 1)","PZA ","DEL DUOMO","","1","1","XIV-QUOTIDIANI, PERIODI","4.50 X 2.60","Si"
"edicola su suolo pubblico","PZA DEL DUOMO num.000 port. mer.li ang. via marconi, (z.d. 1)","PZA ","DEL DUOMO","","1","1","XIV-QUOTIDIANI, PERIODI,XIV sub 3","4.30 X 4.30","Si"
"edicola su suolo pubblico","PZA DEL DUOMO num.000 port. mer.li ang. via mazzini, (z.d. 1)","PZA ","DEL DUOMO","","1","1","XIV-QUOTIDIANI, PERIODI","4.60 X 2.00","Si"
"edicola su suolo pubblico","PZA DEL DUOMO portici sett.li lato sinistro galleria vittorio emanuele, (z.d. 1)","PZA ","DEL DUOMO","","1","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA DEL DUOMO portici settentrionali - lato dx galleria vittorio emanuele (z.d. 1)","PZA ","DEL DUOMO","","1","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA DEL TRICOLORE N. 1 angolo corso concordia, (z.d. 1)","PZA ","DEL TRICOLORE","1","3047","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA DELLA REPUBBLICA N. 27 ang. via f. di savoia, (z.d. 2)","PZA ","DELLA REPUBBLICA","27","1055","2","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","PZA DELLA REPUBBLICA num.000 fr. civ. 5, (z.d. 1)","VIA ","CANONICA LUIGI","74","7121","8","XIV-QUOTIDIANI, PERIODI","3.18 X 3.30","Si"
"edicola su suolo pubblico","PZA DERGANO num.000 , (z.d. 9)","PZA ","DERGANO","","1500","9","XIV-QUOTIDIANI, PERIODI","2.80 X 2.35","Si"
"edicola su suolo pubblico","PZA DIAZ ARMANDO N. 1 angolo via marconi, (z.d. 1)","PZA ","DIAZ ARMANDO","1","339","1","XIV-QUOTIDIANI, PERIODI","3.60 X 2.50","Si"
"edicola su suolo pubblico","PZA DIOCLEZIANO ang. via mac mahon, (z.d. 8)","PZA ","DIOCLEZIANO","","7220","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA DUCA D'AOSTA N. 10 lato vitruvio, (z.d. 2)","PZA ","DUCA D'AOSTA","10","1200","2","XIV-QUOTIDIANI, PERIODI","5.00 X 3.80","Si"
"edicola su suolo pubblico","PZA DUCA D'AOSTA num.000 ang. via galvani, (z.d. 2)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","4.50 X 2.70","Si"
"edicola su suolo pubblico","PZA DURANTE FRANCESCO num.000 centro strada fr.civ. 11, (z.d. 3)","VIA ","MORGAGNI TULLO","","1386","2","XIV-QUOTIDIANI, PERIODI","2.40 X 1.87","Si"
"edicola su suolo pubblico","PZA ERBA CARLO N. 4 angolo via pascoli, (z.d. 3)","PZA ","ERBA CARLO","4","3131","3","XIV-QUOTIDIANI, PERIODI","3.20 X 2.50","Si"
"edicola su suolo pubblico","PZA ESQUILINO N. 1 (z.d. 7)","PZA ","ESQUILINO","1","6533","7","XIV-QUOTIDIANI, PERIODI","3.70 X 2.20","Si"
"edicola su suolo pubblico","PZA FERRARI ANDREA CARDINALE angolo via mercalli, (z.d. 1)","PZA ","FERRARI ANDREA CARDINALE","","4012","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA FIDIA num.000 angolo viam. rosso, (z.d. 9)","PZA ","FIDIA","","1144","9","XIV-QUOTIDIANI, PERIODI","2.10 X 1.75","Si"
"edicola su suolo pubblico","PZA FIRENZE N. 2 angolo corso sempione, (z.d. 8)","PZA ","FIRENZE","2","7173","8","XIV-QUOTIDIANI, PERIODI","4.20 X 3.25","Si"
"edicola su suolo pubblico","PZA FONTANA alt. civ. 6 ang. via larga, (z.d. 1)","PZA ","FONTANA","","308","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA FORTUNATO GIUSTINO N. 4 lato via galeazzi, (z.d. 9)","PZA ","FORTUNATO GIUSTINO","4","1576","9","XIV-QUOTIDIANI, PERIODI","6.50 X 2.50","Si"
"edicola su suolo pubblico","PZA FRATTINI PIETRO N. 4 ang. via d'alviano, (z.d. 6)","PZA ","FRATTINI PIETRO","4","5389","6","XIV-QUOTIDIANI, PERIODI","4.00 X 2.40","Si"
"edicola su suolo pubblico","PZA FUSINA ANDREA N. 3 davanti m.c.c., (z.d. 3)","PZA ","FUSINA ANDREA","3","3300","3","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","PZA GIOVINE ITALIA N. 2 angolo via mascheroni, (z.d. 1)","PZA ","GIOVINE ITALIA","2","6162","1","XIV-QUOTIDIANI, PERIODI","4.50 X 2.60","Si"
"edicola su suolo pubblico","PZA GOBETTI PIETRO N. 2 (z.d. 3)","PZA ","GOBETTI PIETRO","2","2561","3","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA GRANDI GIUSEPPE N. 1 ang. piolti de' bianchi, (z.d. 4)","PZA ","GRANDI GIUSEPPE","1","3112","4","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","PZA GUARDI FRANCESCO N. 15 ang. via colombo, (z.d. 3)","PZA ","GUARDI FRANCESCO","15","3312","3","XIV-QUOTIDIANI, PERIODI","3.20 X 2.30","Si"
"edicola su suolo pubblico","PZA IMPERATORE TITO N. 1 (z.d. 4)","PZA ","IMPERATORE TITO","1","3216","4","XIV-QUOTIDIANI, PERIODI","3.80 X 2.40","Si"
"edicola su suolo pubblico","PZA INSUBRIA N. 24 (z.d. 4)","PZA ","INSUBRIA","24","3221","4","XIV-QUOTIDIANI, PERIODI","2.45 X 2.20","Si"
"edicola su suolo pubblico","PZA LEGA LOMBARDA num.000 fr. civ. 5, (z.d. 1)","PZA ","LEGA LOMBARDA","","7084","1","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","PZA LIMA num.000 ang. via ozanam, (z.d. 3)","PZA ","LIMA","","2135","3","XIV-QUOTIDIANI, PERIODI","4.15 X 4.15","Si"
"edicola su suolo pubblico","PZA LUIGI DI SAVOIA num.000 fr. civ. 1, (z.d. 2)","VIA ","DE RUGGIERO GUIDO","4","5442","5","XIV-QUOTIDIANI, PERIODI","3.00 X 3.00","Si"
"edicola su suolo pubblico","PZA MADONNA DELLA PROVVIDENZA N. 1 (z.d. 7)","PZA ","MADONNA DELLA PROVVIDENZA","1","6851","7","XIV-QUOTIDIANI, PERIODI","5.00 X 2.60","Si"
"edicola su suolo pubblico","PZA MARIA ADELAIDE DI SAVOIA num.000 angolo eustachi, (z.d. 3)","PZA ","MARIA ADELAIDE DI SAVOIA","","3166","3","XIV-QUOTIDIANI, PERIODI","3.50 X 2.25","Si"
"edicola su suolo pubblico","PZA MELOZZO DA FORLI' num.000 fr. civ. 11, (z.d. 7)","PZA ","MELOZZO DA FORLI'","","6619","7","XIV-QUOTIDIANI, PERIODI","3.20 X 3.00","Si"
"edicola su suolo pubblico","PZA MINNITI TITO (z.d. 9)","PZA ","MINNITI TITO","","1133","9","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA MIRABELLO CARLO N. 5 (z.d. 1)","PZA ","MIRABELLO CARLO","5","1038","1","XIV-QUOTIDIANI, PERIODI","5.00 X 2.50","Si"
"edicola su suolo pubblico","PZA MISSORI GIUSEPPE num.010/12 , (z.d. 1)","PZA ","MISSORI GIUSEPPE","","525","1","XIV-QUOTIDIANI, PERIODI","5.20 X 1.70","Si"
"edicola su suolo pubblico","PZA MISSORI GIUSEPPE num.010/12 , (z.d. 1)","PZA ","MISSORI GIUSEPPE","","525","1","XIV-QUOTIDIANI, PERIODI","5.20 X 1.70","Si"
"edicola su suolo pubblico","PZA MONTE TITANO N. 4 (z.d. 3)","PZA ","MONTE TITANO","4","2654","3","XIV-QUOTIDIANI, PERIODI","5.00 X 2.80","Si"
"edicola su suolo pubblico","PZA MORBEGNO num.000 , (z.d. 2)","PZA ","MORBEGNO","","2289","2","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","PZA NAPOLI num.000 fr. civ. 27, (z.d. 6)","PZA ","MELOZZO DA FORLI'","","6619","7","XIV-QUOTIDIANI, PERIODI","4.00 X 3.00","Si"
"edicola su suolo pubblico","PZA NOVELLI ERMETE num.000 fr. civ. 10, (z.d. 3)","PZA ","NOVELLI ERMETE","","3110","3","XIV-QUOTIDIANI, PERIODI","2.56 X 2.20","Si"
"edicola su suolo pubblico","PZA OBERDAN GUGLIELMO N. 3 ang. corso b. ayres, (z.d. 3)","PZA ","OBERDAN GUGLIELMO","3","2108","3","XIV-QUOTIDIANI, PERIODI","4.50 X 2.70","Si"
"edicola su suolo pubblico","PZA OBERDAN GUGLIELMO N. 3 angolo via tadino, (z.d. 3)","PZA ","OBERDAN GUGLIELMO","3","2108","3","XIV-QUOTIDIANI, PERIODI","4.20 X 2.60","Si"
"edicola su suolo pubblico","PZA OBERDAN GUGLIELMO num.000 ang. malpighi, (z.d. 3)","VIA ","SENIGALLIA","6","1708","9","XIV-QUOTIDIANI, PERIODI","4.50 X 3.50","Si"
"edicola su suolo pubblico","PZA OSPEDALE MAGGIORE num.000 ang. v.le ca' granda, (z.d. 9)","PZA ","OSPEDALE MAGGIORE","","1523","9","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA PIEMONTE N. 8 (z.d. 7)","PZA ","PIEMONTE","8","6254","7","XIV-QUOTIDIANI, PERIODI","5.00 X 4.00","Si"
"edicola su suolo pubblico","PZA RISORGIMENTO N. 8 angolo via calvi, (z.d. 4)","PZA ","RISORGIMENTO","8","3117","4","XIV-QUOTIDIANI, PERIODI","5.00 X 2.60","Si"
"edicola su suolo pubblico","PZA SALGARI EMILIO N. 1 angolo venosa, (z.d. 4)","PZA ","SALGARI EMILIO","1","4087","4","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","PZA SAN BABILA num.000 angolo corso matteotti, (z.d. 1)","PZA ","SAN BABILA","","216","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA SAN BABILA num.000 angolo monforte, (z.d. 1)","PZA ","SAN BABILA","","216","1","XIV-QUOTIDIANI, PERIODI","3.90 X 2.25","Si"
"edicola su suolo pubblico","PZA SAN MATERNO num.000 alt.civ.15 ang. via mancinelli, (z.d. 3)","PZA ","SAN MATERNO","","2423","3","XIV-QUOTIDIANI, PERIODI","4.10 X 2.55","Si"
"edicola su suolo pubblico","PZA SAN NAZARO IN BROLO fr. civ. 52 di c.so porta romana, (z.d. 1)","PZA ","SAN NAZARO IN BROLO","","353","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA SAN PIETRO IN GESSATE N. 2 (z.d. 1)","PZA ","SAN PIETRO IN GESSATE","2","3023","1","XIV-QUOTIDIANI, PERIODI","4.05 X 2.60","Si"
"edicola su suolo pubblico","PZA SANT' AMBROGIO N. 4 (z.d. 1)","PZA ","SANT' AMBROGIO","4","643","1","XIV-QUOTIDIANI, PERIODI","3.20 X 2.00","Si"
"edicola su suolo pubblico","PZA SANT' ANGELO num.000 ang. via della moscova, (z.d. 1)","PZA ","SANT' ANGELO","","1065","1","XIV-QUOTIDIANI, PERIODI","4,20 X 2,60","Si"
"edicola su suolo pubblico","PZA SANT' EUSTORGIO num.000 fr.civ. 2, (z.d. 1)","PZA ","SANT' EUSTORGIO","","5186","1","XIV-QUOTIDIANI, PERIODI","3.20 X 2.40","Si"
"edicola su suolo pubblico","PZA SANTA MARIA BELTRADE fr. civ. 2, (z.d. 1)","PZA ","SANTA MARIA BELTRADE","","514","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA SANTA MARIA DEL SUFFRAGIO N. 2 (z.d. 4)","PZA ","SANTA MARIA DEL SUFFRAGIO","2","3078","4","XIV-QUOTIDIANI, PERIODI","5.00 X 2.60","Si"
"edicola su suolo pubblico","PZA SANTA MARIA NASCENTE N. 2 angolo via isernia, (z.d. 8)","PZA ","SANTA MARIA NASCENTE","2","6441","8","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","PZA SANTO STEFANO num.000 centro strada fr. civ. 7, (z.d. 1)","PZA ","SANTO STEFANO","","354","1","XIV-QUOTIDIANI, PERIODI","5.00 X 2.60","Si"
"edicola su suolo pubblico","PZA SEI FEBBRAIO N. 2 (z.d. 6)","PZA ","SEI FEBBRAIO","2","6358","8","XIV-QUOTIDIANI, PERIODI","3.40 X 2.30","Si"
"edicola su suolo pubblico","PZA SEI FEBBRAIO num.000 , (z.d. 8)","PZA ","SEI FEBBRAIO","","6358","8","XIV-QUOTIDIANI, PERIODI","3.40 X 2.30","Si"
"edicola su suolo pubblico","PZA SIRE RAUL N. 1 (z.d. 2)","PZA ","SIRE RAUL","1","2391","2","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","PZA STUPARICH CARLO N. 2 fronte via albani, (z.d. 8)","PZA ","STUPARICH CARLO","2","6468","8","XIV-QUOTIDIANI, PERIODI","4.00 X 2.80","Si"
"edicola su suolo pubblico","PZA VENTICINQUE APRILE N. 5 ang. viale pasubio, (z.d. 1)","PZA ","VENTICINQUE APRILE","5","1064","9","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","PZA VENTIQUATTRO MAGGIO N. 12 (z.d. 5)","PZA ","VENTIQUATTRO MAGGIO","12","5200","5","XIV-QUOTIDIANI, PERIODI","3.00 X 2.10","Si"
"edicola su suolo pubblico","PZA VENTIQUATTRO MAGGIO N. 7 angolo via col di lana, (z.d. 5)","PZA ","VENTIQUATTRO MAGGIO","7","5200","5","XIV-QUOTIDIANI, PERIODI","3.30 X 2.20","Si"
"edicola su suolo pubblico","PZA VESUVIO num.000 fr. civ. 15, (z.d. 7)","PZA ","VESUVIO","","6110","7","XIV-QUOTIDIANI, PERIODI","2.90 X 2.10","Si"
"edicola su suolo pubblico","VIA ADRIANO PUBLIO ELIO N. 104 (z.d. 2)","VIA ","ADRIANO PUBLIO ELIO","104","2410","2","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA ALBERTO DA GIUSSANO N. 1 angolo lodovico ariosto, (z.d. 7)","VIA ","ALBERTO DA GIUSSANO","1","6188","7","XIV-QUOTIDIANI, PERIODI","3.50 X 2.40","Si"
"edicola su suolo pubblico","VIA ALCUINO N. 1 angolo damiano chiesa, (z.d. 8)","VIA ","ALCUINO","1","7165","8","XIV-QUOTIDIANI, PERIODI","3.55 X 2.55","Si"
"edicola su suolo pubblico","VIA AMORETTI CARLO N. 12 (z.d. 8)","VIA ","AMORETTI CARLO","12","7340","8","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA AMPERE ANDREA MARIA N. 83 angolo via porpora 104, (z.d. 3)","VIA ","AMPERE ANDREA MARIA","83","2428","3","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA AMPERE ANDREA MARIA num.000 lato chies ang. villani, (z.d. 3)","CSO ","COLOMBO CRISTOFORO","1","5114","6","XIV-QUOTIDIANI, PERIODI","5.10 X 4.12","Si"
"edicola su suolo pubblico","VIA ANTONINI GIACOMO N. 50 (z.d. 5)","VIA ","ANTONINI GIACOMO","50","4250","5","XIV-QUOTIDIANI, PERIODI","5.50 X 3.80","Si"
"edicola su suolo pubblico","VIA ARSIA num.000 angolo via carbonia, (z.d. 8)","VIA ","ARSIA","","7472","8","XIV-QUOTIDIANI, PERIODI","5.00 X 2.60","Si"
"edicola su suolo pubblico","VIA ASELLI GASPARE N. 18 (z.d. 3)","VIA ","ASELLI GASPARE","18","3167","3","XIV-QUOTIDIANI, PERIODI","3.80 X 2.80","Si"
"edicola su suolo pubblico","VIA ASTESANI ALESSANDRO N. 47 (z.d. 9)","VIA ","ASTESANI ALESSANDRO","47","1558","9","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","VIA BAGAROTTI MAFFEO num.000 fr.civ.22, (z.d. 7)","VIA ","BAGAROTTI MAFFEO","","6585","7","XIV-QUOTIDIANI, PERIODI","5.00 X 2.50","Si"
"edicola su suolo pubblico","VIA BARBAVARA num.000 angolo coni zugna, (z.d. 6)","VIA ","BARBAVARA","","5108","6","XIV-QUOTIDIANI, PERIODI","4.00 X 2.20","Si"
"edicola su suolo pubblico","VIA BASSI PAOLO N. 22 angolo via nava, (z.d. 9)","VIA ","BASSI PAOLO","22","1320","9","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA BASSINI EDOARDO N. 43 (z.d. 3)","VIA ","BASSINI EDOARDO","43","2587","3","XIV-QUOTIDIANI, PERIODI","5.00 X 4.00","Si"
"edicola su suolo pubblico","VIA BASSINI EDOARDO num.000 ang. via beruto, (z.d. 3)","PZA ","MORBEGNO","","2289","2","XIV-QUOTIDIANI, PERIODI","5.00 X 4.00","Si"
"edicola su suolo pubblico","VIA BATTISTOTTI SASSI LUISA N. 28 (z.d. 4)","VIA ","BATTISTOTTI SASSI LUISA","28","3273","4","XIV-QUOTIDIANI, PERIODI","3.50 X 2.40","Si"
"edicola su suolo pubblico","VIA BELTRAMI LUCA N. 2 ang. cairoli, (z.d. 1)","VIA ","BELTRAMI LUCA","2","709","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA BENACO ang. via tagliamento, (z.d. 4)","PZA ","CASTELLO","3","704","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA BERGOGNONE AMBROGIO DA FOSSANO N. 31 angolo via voghera, (z.d. 6)","VIA ","BERGOGNONE AMBROGIO DA FOSSANO","31","5130","6","XIV-QUOTIDIANI, PERIODI","3.60 X 2.60","Si"
"edicola su suolo pubblico","VIA BIONDI EZIO N. 1 angolo sempione, (z.d. 8)","VIA ","BIONDI EZIO","1","7186","8","XIV-QUOTIDIANI, PERIODI","3.50 X 2.50","Si"
"edicola su suolo pubblico","VIA BOCCONI FERDINANDO num.001 angolo viale bligny, (z.d. 5)","VIA ","BOCCONI FERDINANDO","","4050","5","XIV-QUOTIDIANI, PERIODI","3.20 X 2.35","Si"
"edicola su suolo pubblico","VIA BRERA num.000 ang. via fiori chiari (provv.), (z.d. 1)","VIA ","BRERA","","122","1","XIV-QUOTIDIANI, PERIODI","3.00 X 2.50","Si"
"edicola su suolo pubblico","VIA BUONARROTI MICHELANGELO N. 14 angolo piazza wagner, (z.d. 7)","VIA ","BUONARROTI MICHELANGELO","14","6253","7","XIV-QUOTIDIANI, PERIODI","3.20 X 2.10","Si"
"edicola su suolo pubblico","VIA CADIBONA N. 2 (z.d. 4)","VIA ","CADIBONA","2","3339","4","XIV-QUOTIDIANI, PERIODI","3.34 X 2.58","Si"
"edicola su suolo pubblico","VIA CADIBONA N. 2 (z.d. 4)","VIA ","CADIBONA","2","3339","4","XIV-QUOTIDIANI, PERIODI","3.30 X 2.30","Si"
"edicola su suolo pubblico","VIA CANONICA LUIGI N. 74 angolo paolo sarpi, (z.d. 8)","VIA ","CANONICA LUIGI","74","7121","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA CANOVA ANTONIO num.027/29 , (z.d. 1)","VIA ","CANOVA ANTONIO","","7238","1","XIV-QUOTIDIANI, PERIODI","4.00 X 3.45","Si"
"edicola su suolo pubblico","VIA CAPECELATRO ALFONSO N. 61 (z.d. 7)","VIA ","CAPECELATRO ALFONSO","61","6575","7","XIV-QUOTIDIANI, PERIODI","4.00 X 2.00","Si"
"edicola su suolo pubblico","VIA CARDUCCI GIOSUE' num.000 fr.civ. 38 ang. via s. vittore, (z.d. 1)","VIA ","CARDUCCI GIOSUE'","","602","1","XIV-QUOTIDIANI, PERIODI","3.30 X 1.90","Si"
"edicola su suolo pubblico","VIA CASTEL MORRONE num.016 angolo via gustavo modena, (z.d. 3)","VIA ","CASTEL MORRONE","","3185","3","XIV-QUOTIDIANI, PERIODI","3.30 X 2.40","Si"
"edicola su suolo pubblico","VIA CASTELBARCO GIAN CARLO N. 5 (z.d. 5)","VIA ","CASTELBARCO GIAN CARLO","5","4201","5","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","VIA CATENA ADALBERTO N. 2 ang. p.zza meda, (z.d. 1)","VIA ","CATENA ADALBERTO","2","210","1","XIV-QUOTIDIANI, PERIODI","3.10 X 2.40","Si"
"edicola su suolo pubblico","VIA CECHOV ANTONIO N. 20 angolo via trenno, (z.d. 8)","VIA ","CECHOV ANTONIO","20","7515","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA CECHOV ANTONIO num.000 fr.civ. 41, (z.d. 8)","VIA ","DELLE BETULLE","","6828","7","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","VIA CENISIO N. 4 (z.d. 8)","VIA ","CENISIO","4","7184","8","","5.00 X 2.50","Si"
"edicola su suolo pubblico","VIA CENISIO num.000 ang. piazza coriolano, (z.d. 6)","VIA ","DIOMEDE","60","6428","8","XIV-QUOTIDIANI, PERIODI","5.00 X 2.50","Si"
"edicola su suolo pubblico","VIA CENISIO num.000 ang. piazza coriolano, (z.d. 8)","VIA ","PALEOCAPA PIETRO","","706","1","XIV-QUOTIDIANI, PERIODI","5.00 X 2.50","Si"
"edicola su suolo pubblico","VIA CHIESE N. 60 (z.d. 9)","VIA ","CHIESE","60","1627","9","XIV-ARTICOLI PER GIARDINIERI","","No"
"edicola su suolo pubblico","VIA CIMAROSA DOMENICO N. 1 angolo corso vercelli, (z.d. 7)","VIA ","CIMAROSA DOMENICO","1","6291","7","XIV-QUOTIDIANI, PERIODI","3.60 X 2.45","Si"
"edicola su suolo pubblico","VIA CONSOLE MARCELLO N. 25 angolo via villapizzone, (z.d. 8)","VIA ","CONSOLE MARCELLO","25","7278","8","XIV-QUOTIDIANI, PERIODI","2.85 X 2.00","Si"
"edicola su suolo pubblico","VIA CONTE ROSSO N. 9 angolo rimembranze di lambrate, (z.d. 3)","VIA ","CONTE ROSSO","9","2667","3","XIV-QUOTIDIANI, PERIODI","6.00 X 2.80","Si"
"edicola su suolo pubblico","VIA CORREGGIO N. 75 angolo piazza ghirlandaio, (z.d. 7)","VIA ","CORREGGIO","75","6287","7","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA COSTA ANDREA N. 1 angolo p.le loreto, (z.d. 2)","VIA ","COSTA ANDREA","1","2276","2","XIV-QUOTIDIANI, PERIODI","5.00 X 3.60","Si"
"edicola su suolo pubblico","VIA CROCE ROSSA N. 2 angolo via manzoni, (z.d. 1)","VIA ","CROCE ROSSA","2","145","1","XIV-QUOTIDIANI, PERIODI","4.50 X 2.50","Si"
"edicola su suolo pubblico","VIA DE NICOLA ENRICO num.008/10 , (z.d. 6)","VIA ","DE NICOLA ENRICO","","5430","6","XIV-QUOTIDIANI, PERIODI","6.00 x 4.00","Si"
"edicola su suolo pubblico","VIA DEI GIARDINI num.000 angolo via fatebenefratelli, (z.d. 1)","VIA ","DEI GIARDINI","","141","1","XIV-QUOTIDIANI, PERIODI","3.70 X 2.45","Si"
"edicola su suolo pubblico","VIA DEI GIARDINI num.000 fr. via croce rossa, (z.d. 1)","VIA ","DEI GIARDINI","","141","1","XIV-QUOTIDIANI, PERIODI","4.50 X 2.50","Si"
"edicola su suolo pubblico","VIA DEI GUARNERI N. 19 angolo via chopin, (z.d. 5)","VIA ","DEI GUARNERI","19","4300","5","","7.00 X 3.00","Si"
"edicola su suolo pubblico","VIA DELL' ARCIVESCOVADO N. 1 angolo via camposanto, (z.d. 1)","VIA ","DELL' ARCIVESCOVADO","1","309","1","XIV-QUOTIDIANI, PERIODI","4.30 X 4.30","Si"
